CowTagID,Predictor_measurement,Predictor_value,Predictor_scaled
1,min_Temperature_C,26.22,-0.04883087744114497
1,max_Temperature_C,28.78988166,0.12406460553836428
1,mean_Temperature_C,27.30240773707563,-0.6002115918690129
1,range_Temperature_C,2.56988166,0.14077713864559158
2,min_Temperature_C,26.29278107,0.40019999547994584
2,max_Temperature_C,28.9660355,1.0197015270514076
2,mean_Temperature_C,27.466262827145812,0.9249559681287188
2,range_Temperature_C,2.67325443,0.5910998526407787
3,min_Temperature_C,26.25,0.1362574454927304
3,max_Temperature_C,28.52497041,-1.2228506613906336
3,mean_Temperature_C,27.293067560868668,-0.6871502017676695
3,range_Temperature_C,2.2749704100000017,-1.1439445002126143
4,min_Temperature_C,26.4,1.0616990601620633
4,max_Temperature_C,28.86497041,0.5058459898684723
4,mean_Temperature_C,27.527400763660808,1.4940295160907229
4,range_Temperature_C,2.464970410000003,-0.3162476545240824
5,min_Temperature_C,26.39129985,1.0080225210696316
5,max_Temperature_C,28.51274742,-1.284997255159387
5,mean_Temperature_C,27.25726585033392,-1.0203934807933
5,range_Temperature_C,2.121447570000001,-1.812735923418641
6,min_Temperature_C,26.3635503,0.8368185986806513
6,max_Temperature_C,29.10532544,1.7279075647928308
6,mean_Temperature_C,27.516367446239016,1.3913311024883963
6,range_Temperature_C,2.7417751400000014,0.8895965659636178
7,min_Temperature_C,26.03,-1.2210569226889638
7,max_Temperature_C,28.74909763,-0.0832977947141259
7,mean_Temperature_C,27.28866769059979,-0.7281043118866478
7,range_Temperature_C,2.7190976300000003,0.7908065475685072
8,min_Temperature_C,26.18,-0.2956153080196308
8,max_Temperature_C,29.1090611,1.746901161652369
8,mean_Temperature_C,27.472256351492096,0.980743853015868
8,range_Temperature_C,2.929061100000002,1.7054702414043967
9,min_Temperature_C,26.47385417,1.5173505423944942
9,max_Temperature_C,28.9309375,0.841249188622306
9,mean_Temperature_C,27.508272831563055,1.3159862126276656
9,range_Temperature_C,2.4570833299999997,-0.35060613472248114
10,min_Temperature_C,26.16,-0.41900752330887375
10,max_Temperature_C,28.83904903,0.37405127574490055
10,mean_Temperature_C,27.421687109812257,0.5100439991953997
10,range_Temperature_C,2.6790490300000016,0.6163428639146104
11,min_Temperature_C,26.18,-0.2956153080196308
11,max_Temperature_C,28.4277037,-1.7173937080259158
11,mean_Temperature_C,27.22227290205791,-1.3461087790875976
11,range_Temperature_C,2.247703699999999,-1.2627264468405417
12,min_Temperature_C,26.29,0.38304187607121626
12,max_Temperature_C,28.58988166,-0.8928157775552241
12,mean_Temperature_C,27.343622133981384,-0.21658688336222123
12,range_Temperature_C,2.2998816600000005,-1.0354236420696812
13,min_Temperature_C,26.19,-0.2339192003749984
13,max_Temperature_C,28.84007452,0.3792652790651936
13,mean_Temperature_C,27.3810142522332,0.13145995322272783
13,range_Temperature_C,2.6500745200000004,0.49012122953370696
14,min_Temperature_C,25.99,-1.4678413532674717
14,max_Temperature_C,28.52736215,-1.2106900939533491
14,mean_Temperature_C,27.18038275417984,-1.7360233957148672
14,range_Temperature_C,2.53736215,-8.875763561803056e-4
15,min_Temperature_C,26.06,-1.0359685997551105
15,max_Temperature_C,28.53497041,-1.172006642235964
15,mean_Temperature_C,27.213956909369184,-1.4235142614109724
15,range_Temperature_C,2.474970410000001,-0.27268466264574753
16,min_Temperature_C,26.60680945,2.337632869074596
16,max_Temperature_C,28.79512555,0.1507266498988813
16,mean_Temperature_C,27.498071845975396,1.2210351659947063
16,range_Temperature_C,2.1883161000000015,-1.5214366004879611
17,min_Temperature_C,26.04,-1.1593608150443533
17,max_Temperature_C,28.84682021,0.4135630782223411
17,mean_Temperature_C,27.332318111333993,-0.3218050284433132
17,range_Temperature_C,2.8068202100000015,1.1729523515772464
18,min_Temperature_C,26.25,0.1362574454927304
18,max_Temperature_C,28.67,-0.4854619361951003
18,mean_Temperature_C,27.36042584227273,-0.0601775172409296
18,range_Temperature_C,2.4200000000000017,-0.5121522150836655
19,min_Temperature_C,26.04,-1.1593608150443533
19,max_Temperature_C,28.90216095,0.6949376426817471
19,mean_Temperature_C,27.39883031049407,0.2972922999314547
19,range_Temperature_C,2.86216095,1.414033172293391
20,min_Temperature_C,26.15,-0.4807036309535062
20,max_Temperature_C,28.7834375,0.09129990609079564
20,mean_Temperature_C,27.353268030662058,-0.12680261911902968
20,range_Temperature_C,2.633437500000003,0.41764539281973423
1,min_NN_umolL,0.5,0.8971852600261299
1,max_NN_umolL,0.84,-0.05523344298865703
1,mean_NN_umolL,0.6375,0.636731363585873
1,range_NN_umolL,0.33999999999999997,-0.3823702353380816
1,min_Phosphate_umolL,0.2,0.04050629495418427
1,max_Phosphate_umolL,0.23,-0.7247454537258202
1,mean_Phosphate_umolL,0.215,-0.4231341823150528
1,range_Phosphate_umolL,0.03,-0.6616254476047678
1,min_Salinity,36.56,-0.6656986060646294
1,max_Salinity,36.86,-1.4236104336041453
1,mean_Salinity,36.7675,-1.160722692320618
1,range_Salinity,0.29999999999999716,-0.1562517846842839
1,min_pH,8.018012833,-0.04649906174521406
1,max_pH,8.07027729,-0.2020952939199156
1,mean_pH,8.04438265975,-0.04938451024318103
1,range_pH,0.05226445699999971,-0.06723424371372196
10,min_NN_umolL,0.45,0.3257296803916525
10,max_NN_umolL,0.65,-0.8325930109771593
10,mean_NN_umolL,0.545,-0.31259276479601883
10,range_NN_umolL,0.2,-0.9642379847655966
10,min_Phosphate_umolL,0.21,0.8506321940378675
10,max_Phosphate_umolL,0.22,-1.127381816906832
10,mean_Phosphate_umolL,0.215,-0.4231341823150528
10,range_Phosphate_umolL,0.01,-1.3768962017720838
10,min_Salinity,36.82,1.109497676774431
10,max_Salinity,36.92,-0.7118052168020305
10,mean_Salinity,36.8925,0.9509620117193164
10,range_Salinity,0.10000000000000142,-1.545156537433303
10,min_pH,8.03632213,0.8262418065977244
10,max_pH,8.073036027,0.03376961956574228
10,mean_pH,8.0466930875,0.27820271059669843
10,range_pH,0.03671389700000027,-0.8203615974972222
11,min_NN_umolL,0.34,-0.931472594804198
11,max_NN_umolL,1.11,1.0494354167844786
11,mean_NN_umolL,0.615,0.4058146837091968
11,range_NN_umolL,0.77,1.4047949950464298
11,min_Phosphate_umolL,0.2,0.04050629495418427
11,max_Phosphate_umolL,0.23,-0.7247454537258202
11,mean_Phosphate_umolL,0.2125,-0.702123753072231
11,range_Phosphate_umolL,0.03,-0.6616254476047678
11,min_Salinity,36.56,-0.6656986060646294
11,max_Salinity,36.89,-1.0677078252030878
11,mean_Salinity,36.795,-0.6961520574317748
11,range_Salinity,0.3299999999999983,0.05208392822808128
11,min_pH,8.03531837,0.7783960387341284
11,max_pH,8.057878901,-1.262125644346848
11,mean_pH,8.0483502515,0.5131660195493903
11,range_pH,0.02256053099999988,-1.5058216119732308
12,min_NN_umolL,0.44,0.21143856446475687
12,max_NN_umolL,0.75,-0.42345639624636866
12,mean_NN_umolL,0.5675,-0.08167608491934257
12,range_NN_umolL,0.31,-0.5070561816439776
12,min_Phosphate_umolL,0.19,-0.7696196041295011
12,max_Phosphate_umolL,0.24,-0.32210909054480946
12,mean_Phosphate_umolL,0.22,0.13484495919930323
12,range_Phosphate_umolL,0.04999999999999999,0.05364530656254828
12,min_Salinity,36.41,-1.6898503077025953
12,max_Salinity,37,0.237268405600733
12,mean_Salinity,36.8125,-0.4005161988662128
12,range_Salinity,0.5900000000000034,1.85766010680188
12,min_pH,8.027667865,0.41372292337843114
12,max_pH,8.063808704,-0.7551427490648961
12,mean_pH,8.04496947375,0.03381773116424654
12,range_pH,0.03614083899999976,-0.8481153025152323
13,min_NN_umolL,0.53,1.2400586078068168
13,max_NN_umolL,0.59,-1.0780749798156342
13,mean_NN_umolL,0.5566666666666666,-0.19285819004515012
13,range_NN_umolL,0.05999999999999994,-1.546105734193112
13,min_Phosphate_umolL,0.21,0.8506321940378675
13,max_Phosphate_umolL,0.24,-0.32210909054480946
13,mean_Phosphate_umolL,0.22333333333333333,0.5068310535422063
13,range_Phosphate_umolL,0.03,-0.6616254476047678
13,min_Salinity,36.73,0.4950066557916512
13,max_Salinity,37,0.237268405600733
13,mean_Salinity,36.876666666666665,0.6834819492075948
13,range_Salinity,0.2700000000000031,-0.36458749759659975
13,min_pH,8.025560651,0.31327931944624304
13,max_pH,8.072474817,-0.01421239107805395
13,mean_pH,8.050940235333332,0.88039048955552
13,range_pH,0.04691416600000053,-0.32635356178337355
14,min_NN_umolL,0.44,0.21143856446475687
14,max_NN_umolL,0.6,-1.037161318342555
14,mean_NN_umolL,0.495,-0.825740942299745
14,range_NN_umolL,0.15999999999999998,-1.1304859131734584
14,min_Phosphate_umolL,0.22,1.6607580931215529
14,max_Phosphate_umolL,0.23,-0.7247454537258202
14,mean_Phosphate_umolL,0.2225,0.4138345299564813
14,range_Phosphate_umolL,0.01,-1.3768962017720838
14,min_Salinity,36.71,0.3584530955732881
14,max_Salinity,36.97,-0.11863420280032436
14,mean_Salinity,36.807500000000005,-0.4849835870277333
14,range_Salinity,0.259999999999998,-0.43403273523408775
14,min_pH,8.028336898,0.4456134127494639
14,max_pH,8.099315001,2.280554263770866
14,mean_pH,8.05383423625,1.2907204457287484
14,range_pH,0.07097810300000162,0.8390841584289106
15,min_NN_umolL,0.39,-0.3600170151697205
15,max_NN_umolL,1.08,0.9266944323652412
15,mean_NN_umolL,0.6000000000000001,0.25187023045808005
15,range_NN_umolL,0.6900000000000001,1.072299138230707
15,min_Phosphate_umolL,0.18,-1.5797455032131866
15,max_Phosphate_umolL,0.28,1.2884363621792378
15,mean_Phosphate_umolL,0.225,0.6928241007136593
15,range_Phosphate_umolL,0.10000000000000003,1.8418221919808409
15,min_Salinity,36.62,-0.2560379254094915
15,max_Salinity,36.99,0.11863420280040864
15,mean_Salinity,36.86,0.4019239886689528
15,range_Salinity,0.37000000000000455,0.3298648787779344
15,min_pH,7.981840619,-1.7707034075618182
15,max_pH,8.065322221,-0.6257409408228424
15,mean_pH,8.03483458,-1.4031723141073318
15,range_pH,0.08348160200000088,1.444639657067186
16,min_NN_umolL,0.32,-1.160054826657989
16,max_NN_umolL,0.47,-1.569038917492583
16,mean_NN_umolL,0.3875,-1.9290095239327552
16,range_NN_umolL,0.14999999999999997,-1.1720478952754236
16,min_Phosphate_umolL,0.19,-0.7696196041295011
16,max_Phosphate_umolL,0.21,-1.5300181800878438
16,mean_Phosphate_umolL,0.205,-1.539092465343765
16,range_Phosphate_umolL,0.01999999999999999,-1.0192608246884265
16,min_Salinity,36.87,1.4508815773203871
16,max_Salinity,37.18,2.372684056006993
16,mean_Salinity,36.97,2.2602065282240855
16,range_Salinity,0.3100000000000023,-0.08680654704679595
16,min_pH,8.027278345,0.39515585206829545
16,max_pH,8.089299604,1.4242635963643655
16,mean_pH,8.052475871,1.0981227342735704
16,range_pH,0.06202125900000155,0.40529629355639657
17,min_NN_umolL,0.41,-0.13143478331592995
17,max_NN_umolL,0.99,0.5584714791075293
17,mean_NN_umolL,0.6025,0.2775276393332658
17,range_NN_umolL,0.5800000000000001,0.6151173351090878
17,min_Phosphate_umolL,0.21,0.8506321940378675
17,max_Phosphate_umolL,0.29,1.6910727253602476
17,mean_Phosphate_umolL,0.2325,1.5297928129851903
17,range_Phosphate_umolL,0.07999999999999999,1.1265514378135228
17,min_Salinity,36.56,-0.6656986060646294
17,max_Salinity,36.92,-0.7118052168020305
17,mean_Salinity,36.7825,-0.9073205278358164
17,range_Salinity,0.35999999999999943,0.26041964114044647
17,min_pH,8.017158875,-0.08720428633405403
17,max_pH,8.0771141,0.3824343655464874
17,mean_pH,8.042558233,-0.30806340148238515
17,range_pH,0.0599552249999995,0.30523644238394115
18,min_NN_umolL,0.31,-1.2743459425848849
18,max_NN_umolL,1.09,0.9676080938383204
18,mean_NN_umolL,0.595,0.2005554127077063
18,range_NN_umolL,0.78,1.446356977148395
18,min_Phosphate_umolL,0.21,0.8506321940378675
18,max_Phosphate_umolL,0.31,2.496345451722271
18,mean_Phosphate_umolL,0.24,2.3667615252567247
18,range_Phosphate_umolL,0.1,1.84182219198084
18,min_Salinity,36.49,-1.143636066828997
18,max_Salinity,36.91,-0.8304394196024392
18,mean_Salinity,36.7875,-0.8228531396741756
18,range_Salinity,0.4199999999999946,0.6770910669651276
18,min_pH,8.028567593,0.4566098455793592
18,max_pH,8.068123549,-0.3862346064515487
18,mean_pH,8.046225039,0.21183980124655707
18,range_pH,0.03955595599999917,-0.6827181702530696
19,min_NN_umolL,0.23,-2.1886748700000487
19,max_NN_umolL,0.47,-1.569038917492583
19,mean_NN_umolL,0.3525,-2.2882132481853636
19,range_NN_umolL,0.23999999999999996,-0.7979900563577353
19,min_Phosphate_umolL,0.19,-0.7696196041295011
19,max_Phosphate_umolL,0.22,-1.127381816906832
19,mean_Phosphate_umolL,0.2075,-1.260102894586584
19,range_Phosphate_umolL,0.03,-0.6616254476047678
19,min_Salinity,36.82,1.109497676774431
19,max_Salinity,36.91,-0.8304394196024392
19,mean_Salinity,36.8525,0.2752229064265519
19,range_Salinity,0.0899999999999963,-1.6146017750707908
19,min_pH,8.037345536,0.8750240313389162
19,max_pH,8.093951503,1.821988988519725
19,mean_pH,8.0527832675,1.1417073757456806
19,range_pH,0.05660596699999942,0.1430289196530319
2,min_NN_umolL,0.57,1.697223071514398
2,max_NN_umolL,1.05,0.803953447946004
2,mean_NN_umolL,0.7125,1.4064536298414625
2,range_NN_umolL,0.4800000000000001,0.1994975140894342
2,min_Phosphate_umolL,0.2,0.04050629495418427
2,max_Phosphate_umolL,0.26,0.4831636358172142
2,mean_Phosphate_umolL,0.2175,-0.1441446115578748
2,range_Phosphate_umolL,0.06,0.4112806836462069
2,min_Salinity,36.56,-0.6656986060646294
2,max_Salinity,36.98,0
2,mean_Salinity,36.8025,-0.5694509751893739
2,range_Salinity,0.4199999999999946,0.6770910669651276
2,min_pH,8.017815102,-0.05592421469556466
2,max_pH,8.058910923,-1.1738904194069866
2,mean_pH,8.03626371675,-1.2005401668209863
2,range_pH,0.04109582099999898,-0.6081411484201757
20,min_NN_umolL,0.32,-1.160054826657989
20,max_NN_umolL,0.61,-0.9962476568694758
20,mean_NN_umolL,0.4425,-1.3645465286786571
20,range_NN_umolL,0.29,-0.5901801458479083
20,min_Phosphate_umolL,0.19,-0.7696196041295011
20,max_Phosphate_umolL,0.27,0.885799998998226
20,mean_Phosphate_umolL,0.2125,-0.7021237530722279
20,range_Phosphate_umolL,0.08000000000000002,1.126551437813524
20,min_Salinity,36.83,1.1777744568836124
20,max_Salinity,36.96,-0.2372684056006487
20,mean_Salinity,36.8875,0.8664946235577959
20,range_Salinity,0.13000000000000256,-1.336820824520938
20,min_pH,8.022434278,0.1642559305753921
20,max_pH,8.078929937,0.5376837557236184
20,mean_pH,8.051451850500001,0.9529305595008508
20,range_pH,0.05649565899999942,0.13768660579802244
3,min_NN_umolL,0.37,-0.5885992470235117
3,max_NN_umolL,0.82,-0.13706076593481528
3,mean_NN_umolL,0.5575,-0.18430572042008783
3,range_NN_umolL,0.45,0.07481156778353751
3,min_Phosphate_umolL,0.19,-0.7696196041295011
3,max_Phosphate_umolL,0.24,-0.32210909054480946
3,mean_Phosphate_umolL,0.2125,-0.702123753072231
3,range_Phosphate_umolL,0.04999999999999999,0.05364530656254828
3,min_Salinity,36.52,-0.938805726501404
3,max_Salinity,36.9,-0.9490736224027636
3,mean_Salinity,36.73,-1.7942281035325025
3,range_Salinity,0.37999999999999545,0.3993101164153237
3,min_pH,7.97291509,-2.196152507539821
3,max_pH,8.074805927,0.185091514468378
3,mean_pH,8.032665797,-1.7106762365194088
3,range_pH,0.101890837,2.3362151656487704
4,min_NN_umolL,0.4,-0.24572589924282492
4,max_NN_umolL,1.06,0.844867109419083
4,mean_NN_umolL,0.6325000000000001,0.5854165458355016
4,range_NN_umolL,0.66,0.9476131919248106
4,min_Phosphate_umolL,0.21,0.8506321940378675
4,max_Phosphate_umolL,0.24,-0.32210909054480946
4,mean_Phosphate_umolL,0.2275,0.9718136714708344
4,range_Phosphate_umolL,0.03,-0.6616254476047678
4,min_Salinity,36.81,1.0412208966652492
4,max_Salinity,37.04,0.7118052168021147
4,mean_Salinity,36.9,1.0776630939617171
4,range_Salinity,0.22999999999999687,-0.6423684481464529
4,min_pH,8.03090708,0.5681251001441507
4,max_pH,8.07403398,0.11909203268719017
4,mean_pH,8.048481018,0.5317069301292222
4,range_pH,0.04312689999999897,-0.5097741987672187
5,min_NN_umolL,0.47,0.5543119122454431
5,max_NN_umolL,1.05,0.803953447946004
5,mean_NN_umolL,0.6174999999999999,0.43147209258438257
5,range_NN_umolL,0.5800000000000001,0.6151173351090878
5,min_Phosphate_umolL,0.19,-0.7696196041295011
5,max_Phosphate_umolL,0.25,0.08052727263620237
5,mean_Phosphate_umolL,0.21,-0.981113323829406
5,range_Phosphate_umolL,0.06,0.4112806836462069
5,min_Salinity,36.61,-0.32431470551867303
5,max_Salinity,37.08,1.1863420280034964
5,mean_Salinity,36.8525,0.2752229064265519
5,range_Salinity,0.46999999999999886,1.0243172551524191
5,min_pH,8.033830156,0.7074580240937958
5,max_pH,8.065620771,-0.6002156841850566
5,mean_pH,8.04836884225,0.5158019349661342
5,range_pH,0.03179061500000024,-1.058800492597469
6,min_NN_umolL,0.45,0.3257296803916525
6,max_NN_umolL,0.92,0.2720758487959759
6,mean_NN_umolL,0.6125,0.380157274834011
6,range_NN_umolL,0.47,0.15793553198746857
6,min_Phosphate_umolL,0.18,-1.5797455032131866
6,max_Phosphate_umolL,0.25,0.08052727263620237
6,mean_Phosphate_umolL,0.2125,-0.702123753072231
6,range_Phosphate_umolL,0.07,0.7689160607298654
6,min_Salinity,36.68,0.15362275524569488
6,max_Salinity,36.92,-0.7118052168020305
6,mean_Salinity,36.84,0.06405443602263046
6,range_Salinity,0.240000000000002,-0.572923210508965
6,min_pH,8.021590117,0.12401769509529124
6,max_pH,8.062786556,-0.8425337724169576
6,mean_pH,8.0419835635,-0.38954371801945825
6,range_pH,0.04119643900000014,-0.6032681298225261
7,min_NN_umolL,0.54,1.3543497237337123
7,max_NN_umolL,0.92,0.2720758487959759
7,mean_NN_umolL,0.715,1.4321110387166482
7,range_NN_umolL,0.38,-0.21612230693021992
7,min_Phosphate_umolL,0.21,0.8506321940378675
7,max_Phosphate_umolL,0.25,0.08052727263620237
7,mean_Phosphate_umolL,0.2275,0.9718136714708374
7,range_Phosphate_umolL,0.04000000000000001,-0.30399007052110927
7,min_Salinity,36.76,0.6998369961192443
7,max_Salinity,36.98,0
7,mean_Salinity,36.8425,0.10628813010339076
7,range_Salinity,0.2199999999999989,-0.7118136857838916
7,min_pH,8.015207844,-0.18020318678900624
7,max_pH,8.080417976,0.6649072605369318
7,mean_pH,8.0408596995,-0.5488923426895004
7,range_pH,0.06521013199999892,0.5597362290982523
8,min_NN_umolL,0.46,0.44002079631854807
8,max_NN_umolL,1.34,1.9904496306652977
8,mean_NN_umolL,0.7075,1.35513881209109
8,range_NN_umolL,0.8800000000000001,1.8619767981680493
8,min_Phosphate_umolL,0.19,-0.7696196041295011
8,max_Phosphate_umolL,0.26,0.4831636358172142
8,mean_Phosphate_umolL,0.2125,-0.702123753072231
8,range_Phosphate_umolL,0.07,0.7689160607298654
8,min_Salinity,36.41,-1.6898503077025953
8,max_Salinity,37.05,0.8304394196024392
8,mean_Salinity,36.76,-1.2874237745630188
8,range_Salinity,0.6400000000000006,2.2048862949891226
8,min_pH,7.965271755,-2.5604838537917267
8,max_pH,8.054799461,-1.525409838956275
8,mean_pH,8.02874761575,-2.266221029657552
8,range_pH,0.08952770600000015,1.73745781321201
9,min_NN_umolL,0.49,0.7828941440992343
9,max_NN_umolL,0.66,-0.7916793495040803
9,mean_NN_umolL,0.5575,-0.18430572042008783
9,range_NN_umolL,0.17000000000000004,-1.0889239310714929
9,min_Phosphate_umolL,0.22,1.6607580931215529
9,max_Phosphate_umolL,0.24,-0.32210909054480946
9,mean_Phosphate_umolL,0.225,0.6928241007136593
9,range_Phosphate_umolL,0.01999999999999999,-1.0192608246884265
9,min_Salinity,36.82,1.109497676774431
9,max_Salinity,37.14,1.8981472448056111
9,mean_Salinity,36.905,1.162130482123358
9,range_Salinity,0.3200000000000003,-0.01736130940935734
9,min_pH,8.03638567,0.8292705386552088
9,max_pH,8.071913728,-0.06218405653316485
9,mean_pH,8.04775020075,0.42808698708217696
9,range_pH,0.03552805800000058,-0.8777928275032842
